City	State	District-County Code	ZipCode	Long	Lowest Grade	School Code	phone	District name	AddressLine2	AddressLine1	Lat	Principal Name	ESD Name	School Type	Highest Grade	School name	ESD Code
LYNDEN	Washington	37504	98264-0000	-122.462594	PK	1914	360.354.2893	Lynden School District		205 S BC AVE STE 115	48.938498	Steven Dahl	Northwest Educational Service District 189	Public School	PK	Lynden Special Services	29801
Mabton	Washington	39120	98935-0040	-120.0369688	K 	3070	509.894.4941	Mabton School District		P.O. Box 40	46.1428746	Angie Ozuna	Educational Service District 105	Public School	6	Artz Fox Elementary	39801
Mabton	Washington	39120	98935	-120.0369688	7	5289	509-894-4951	Mabton School District		PO Box 38	46.1428746	Jose Elizondo	Educational Service District 105	Public School	12	Mabton Jr. Sr. High	39801
MANSFIELD	Washington	9207	98830-0000	-119.4009498	PK	2233	(509)683-1012	Mansfield School District		P.O. BOX 188	47.9201196	Larry Keller	North Central Educational Service District 171	Public School	12	Mansfield Elem and High School	4801
MANSFIELD	Washington	9207	98830-0000	-119.4009498	PK	2233	509.683.1012	Mansfield School District		P.O. BOX 188	47.9201196	Lawrence Keller	North Central Educational Service District 171	Public School	12	Mansfield Elem and High School	4801
MANSON	Washington	4019	98831-0000	-101.6575903	K 	2196	509.687.9502	Manson School District	950 Totem Pole Road	BOX A	21.1464837	Heather Ireland	North Central Educational Service District 171	Public School	5	Manson Elementary	4801
MANSON	Washington	4019	98831-0000	16.4538281	9	2623	509.687.9585	Manson School District	1000 Totem Pole Road	PO BOX A	49.2080617	Don Vanderholm	North Central Educational Service District 171	Public School	12	Manson Junior Senior High School	4801
Manson	Washington	4019	98831	16.4538281	6	5286	509.687.9585	Manson School District		PO Box A	49.2080617	Don Vanderholm	North Central Educational Service District 171	Public School	8	Manson Middle School	4801
ELMA	Washington	23311	98541-9713	-123.429764	PK	4002	360.426.6767	Mary M Knight School District		2987 W MATLOCK BRADY RD	47.2001909	Beth Daneker	Educational Service District 113	Public School	6	Mary M Knight Elementary	34801
ELMA	Washington	23311	98541-9713	-123.429764	7	3495	360.426.6767	Mary M Knight School District		2987 W MATLOCK BRADY RD	47.2001909	Beth Daneker	Educational Service District 113	Public School	12	Mary M Knight High School	34801
Springdale	Washington	33207	99173	-117.8896068	K 	5267	509.258.4712	Mary Walker School District		PO Box 159	48.0077064	Matt Cobb	Educational Service District 101	Public School	12	Digital Electronic Contact Mary Walker Parent Partnership Program	32801
SPRINGDALE	Washington	33207	99173-0159	-117.8896068	9	1820	(509) 258-4533	Mary Walker School District		PO BOX 159	48.0077064	Matthew Cobb	Educational Service District 101	Public School	12	Mary Walker Alternative High Schl	32801
Springdale	Washington	33207	99173-0159	-117.8896068	9	3311	509.258.4533	Mary Walker School District		PO Box 159	48.0077064	Matthew Cobb	Educational Service District 101	Public School	12	Mary Walker High School	32801
SPRINGDALE	Washington	33207	99173-0159	-117.8896068	K 	1819	(509) 258-4533	Mary Walker School District		PO BOX 159	48.0077064	Matthew Cobb	Educational Service District 101	Public School	12	Parent Partner Program	32801
SPRINGDALE	Washington	33207	99173-0159	-117.8896068	K 	1857		Mary Walker School District		PO BOX 159	48.0077064		Educational Service District 101	Public School	12	Springdale Academy	32801
Springdale	Washington	33207	99173-0159	-117.8896068	7	3894	509.258.4533	Mary Walker School District		PO Box 159	48.0077064	Matthew Cobb	Educational Service District 101	Public School	8	Springdale Middle School	32801
Marysville	Washington	31025	98271	-122.1975646	6	1656	360.653.0665	Marysville School District		7204 27th Ave NE	48.0623002	Rob Lowry	Northwest Educational Service District 189	Public School	8	10th Street School	29801
Marysville	Washington	31025	98270	-122.1194479	9	5209	360-653-0658	Marysville School District		8301 84th Street NE	48.0741398	Shawn Stevenson	Northwest Educational Service District 189	Public School	12	Academy of Const and Engineering	29801
Marysville	Washington	31025	98270	-122.1485542	PK	4454	360.653.0660	Marysville School District		6505 60TH DR NE	48.0548905	Janelle McFalls	Northwest Educational Service District 189	Public School	5	Allen Creek Elementary School	29801
Marysville	Washington	31025	98270	-122.1194479	9	5210	360.629.1890	Marysville School District		8301 84th Street NE	48.0741398	Angela Delgado	Northwest Educational Service District 189	Public School	12	Bio Med Academy	29801
Marysville	Washington	31025	98270-3498	-122.1604903	K 	3059	360.653.0620	Marysville School District		5200 100th St NE	48.0853185	Theresa Iyall Williams	Northwest Educational Service District 189	Public School	5	Cascade Elementary	29801
Marysville	Washington	31025	98270-3498	-122.143431	6	4357	360.657.6479	Marysville School District		6400 88th St NE	48.072745	Sheila Gerrish	Northwest Educational Service District 189	Public School	8	Cedarcrest School	29801
Marysville	Washington	31025	98270	-122.1434185	K 	5123	360.653.0647	Marysville School District		6510 Grove St	48.0639342	Jeanne Tennis	Northwest Educational Service District 189	Public School	5	Grove Elementary	29801
Marysville	Washington	31025	98271	-122.1975646	9	1657	306.653.0690	Marysville School District		7204 27th Ave NE	48.0623002	Shelly Lacy	Northwest Educational Service District 189	Public School	12	Heritage School	29801
Marysville	Washington	31025	98270	-122.1194479	9	5211	360.653.0678	Marysville School District		8301 84th Street NE	48.0741398	Angela Hansen	Northwest Educational Service District 189	Public School	12	Intl Sch of Communications	29801
Marysville	Washington	31025	98270	-122.143491	PK	4323	360.653.0643	Marysville School District		6325 91st St NE	48.076925	Sharon Anderson	Northwest Educational Service District 189	Public School	5	Kellogg Marsh Elementary School	29801
Marysville	Washington	31025	98270-4677	-122.1691842	PK	3964	360.653.0625	Marysville School District		1919 10th St	48.0580658	Scott Irwin	Northwest Educational Service District 189	Public School	5	Liberty Elementary	29801
Marysville	Washington	31025	98271-8568	-122.172235	PK	4150	360.653.0630	Marysville School District		4407 116th St NE	48.1018158	Kelly Sheward	Northwest Educational Service District 189	Public School	5	Marshall Elementary	29801
Marysville	Washington	31025	98271	-122.1975646	9	1927	360.653.0664	Marysville School District		7204 27th Ave NE	48.0623002	Terri Kaltenbach	Northwest Educational Service District 189	Public School	12	Marysville Arts and Technology High School	29801
Marysville	Washington	31025	98270	-122.172235	K 	1862	360.653.0630	Marysville School District		4407 116th St NE	48.1018158	Kelly Sheward	Northwest Educational Service District 189	Public School	5	Marysville Coop Program	29801
Marysville	Washington	31025	98270-4452	-122.163879	6	3355	360.653.0615	Marysville School District		4923 67th St NE	48.0588157	Susan Hegeberg	Northwest Educational Service District 189	Public School	8	Marysville Middle School	29801
Marysville	Washington	31025	98270-3723	-122.1723875	9	4233	(360) 653-0628	Marysville School District		4317 76th St NE	48.0664163	Dawn Bechtholdt	Northwest Educational Service District 189	Public School	12	Marysville Mountain View High School	29801
Marysville	Washington	31025	98270	-122.173381	9	5212	360-653-0628	Marysville School District		4220 80th Street NE	48.0677723	Dawn Bechtholdt	Northwest Educational Service District 189	Public School	12	Marysville On-line Move Up Program	29801
Marysville	Washington	31025	98270-3498	-122.173381	PK	1910	360.653.0828	Marysville School District		4220 80th St NE	48.0677723	Ken Chovil	Northwest Educational Service District 189	Public School	13	Marysville SD Special	29801
McCleary	Washington	14065	98557-9524	-123.265204	PK	2835	360.495.3204	McCleary School District		611 S. Main St.	47.048452	Dan Bolender	Educational Service District 113	Public School	8	Mccleary Elem	34801
SPOKANE	Washington	32354	99218-2898	-117.4169283	K 	3693	509.465.6200	Mead School District		406 W REGINA AVE	47.7630663	ROGER PIKE	Educational Service District 101	Public School	6	Brentwood Elementary School	32801
COLBERT	Washington	32354	99005-9654	-117.3442815	K 	3562	509.465.6300	Mead School District		4625 E GREENBLUFF RD	47.8090934	JARED HOADLEY	Educational Service District 101	Public School	6	Colbert Elementary School	32801
SPOKANE	Washington	32354	99208-5908	-117.4146847	K 	3414	509.465.6400	Mead School District		215 W EDDY	47.7355026	Jon Iverson	Educational Service District 101	Public School	6	Evergreen Elementary School	32801
SPOKANE	Washington	32354	99208-9598	-117.3803819	K 	3759	509.465.6500	Mead School District		13005 N CRESTLINE	47.7757305	BARB PYBUS	Educational Service District 101	Public School	6	Farwell Elementary School	32801
SPOKANE	Washington	32354	99218-2815	-117.4145587	9	1803	509.465.6900	Mead School District		529 W HASTINGS	47.7700806	Bruce Olgard	Educational Service District 101	Public School	12	Mead Alternative High School	32801
SPOKANE	Washington	32354	99208	-117.454486	K 	1858	509.465.7400	Mead School District		8621 N FIVE MILE ROAD	47.736767	BRUCE OLGARD	Educational Service District 101	Public School	12	Mead Education Partnership Prog	32801
Mead	Washington	32354	99021	-117.3757251	PK	5122	509.465.7650	Mead School District		2323 E Farwell Road	47.7732552	Randall Wittwer	Educational Service District 101	Public School	PK	Mead PreSchool	32801
SPOKANE	Washington	32354	99218-2598	-117.4139475	9	2402	509.465.7000	Mead School District		302 W HASTINGS RD	47.770264	Kenneth Russell	Educational Service District 101	Public School	12	Mead Senior High School	32801
MEAD	Washington	32354	99021-9342	-117.3594847	K 	4400	509.465.6600	Mead School District		15601 N FREYA ST	47.7996043	MARILYN BRENNAN	Educational Service District 101	Public School	6	Meadow Ridge Elementary	32801
COLBERT	Washington	32354	99005	-117.34081	7	3191	509.465.7400	Mead School District		4717 E Day Mt. Spokane Rd	47.805168	CRAIG BUSCH	Educational Service District 101	Public School	8	Mountainside Middle School	32801
MEAD	Washington	32354	99021-9468	-117.3225766	9	4491	509.465.7200	Mead School District		6015 E MT. SPOKANE PARK DR	47.7874685	JOHN HOOK	Educational Service District 101	Public School	12	Mt Spokane High School	32801
SPOKANE	Washington	32354	99208-9505	-117.3831657	7	3851	509.465.7500	Mead School District		13120 N PITTSBURG	47.7757696	DAVE STENERSEN	Educational Service District 101	Public School	8	Northwood Middle School	32801
Spokane	Washington	32354	99208	-117.4482526	K 	5094	509.465.7810	Mead School District		2606 W. Johannsen Rd.	47.7452981	ERIC HOGLUND	Educational Service District 101	Public School	6	Prairie View Elementary	32801
Spokane	Washington	32354	99208	-117.4034588	11	5268	509-465-6005	Mead School District		665 N Riverpoint Blvd	47.6621449	Danette Driscoll	Educational Service District 101	Public School	12	Riverpoint Academy	32801
SPOKANE	Washington	32354	99208-5747	-117.401621	K 	4134	509.465.6800	Mead School District		505 E STONEWALL AVE	47.73419	Heather Havens	Educational Service District 101	Public School	6	Shiloh Hills Elementary	32801
Medical Lake	Washington	32326	99022-0128	-117.7193029	PK	4483	509.565.3400	Medical Lake School District		PO Box 128	47.5826108	Cindy McSmith	Educational Service District 101	Public School	5	Hallett Elementary	32801
Medical Lake 	Washington	32326	99022-0128	-117.7193029	9	5042	509.565.3141	Medical Lake School District		PO Box 128	47.5826108	Patricia Smith	Educational Service District 101	Public School	12	Medical Lake Alternative High School	32801
Medical Lake	Washington	32326	99022-0128	-117.7193029	9	2890	509.565.3200	Medical Lake School District		PO Box 128	47.5826108	John McSmith	Educational Service District 101	Public School	12	Medical Lake High School	32801
Medical Lake	Washington	32326	99022-0128	-117.7193029	6	3965	509.565.3300	Medical Lake School District		PO Box 128	47.5826108	Sylvia Campbell	Educational Service District 101	Public School	8	Medical Lake Middle School	32801
Fairchild AFB	Washington	32326	99011-8676	-91.0210958	PK	4577	509.565.3603	Medical Lake School District		400 W. Fairchild Highway	44.6688157	Darlene Starr	Educational Service District 101	Public School	5	Michael Anderson Elementary	32801
Mercer Island	Washington	17400	98040-4647	-122.2224662	K 	3162	206.236.3410	Mercer Island School District		5437 Island Crest Way	47.5537285	David Hoffman	Puget Sound Educational Service District 121	Public School	5	Island Park Elementary	17801
Mercer Island	Washington	17400	98040-5399	-122.228488	6	3219	206.236.3407	Mercer Island School District		8225 SE 72ND	47.5369727	Aaron Miller	Puget Sound Educational Service District 121	Public School	8	Islander Middle School	17801
Mercer Island	Washington	17400	98040-5399	-122.228488	6	3219	206.230.6161	Mercer Island School District		8225 SE 72ND	47.5369727	Mary Jo Budzius	Puget Sound Educational Service District 121	Public School	8	Islander Middle School	17801
Mercer Island	Washington	17400	98040-5901	-122.228572	K 	2981	206.236.3418	Mercer Island School District		8215 SE 78th	47.532043	Fred Rundle	Puget Sound Educational Service District 121	Public School	5	Lakeridge Elementary School	17801
Mercer Island	Washington	17400	98040-4199	-122.2194874	9	3029	206.236.3350	Mercer Island School District		9100 SE 42nd	47.5719643	Vicki Puckett	Puget Sound Educational Service District 121	Public School	12	Mercer Island High School	17801
BELLINGHAM	Washington	37505	98226-0000	-122.4916258	PK	1743		Meridian School District		214 W LAUREL ROAD	48.8551846		Northwest Educational Service District 189	Public School	PK	Meridian Special Programs	29801
EVERSON	Washington	37505	98247-0000	-122.441036	4	4388	360.398.8018	Meridian School District		960 E. HEMMI ROAD	48.863756	Jill Iwasaki	Northwest Educational Service District 189	Public School	5	Ten Mile Creek Elementary	29801
Winthrop	Washington	24350	98862-9713	-120.170697	PK	4501	509.996.2186	Methow Valley School District		18 Twin Lakes Rd.	48.442078	Brian Patrick	North Central Educational Service District 171	Public School	6	Methow Valley Elementary	4801
COOK	Washington	30031	98605-0000	-121.6459443	K 	3406	509.538.2522	Mill A School District		1142 JESSUP ROAD	45.7579107	Dennis O'Hara	Educational Service District 112	Public School	8	Mill A Elementary School	6801
Snohomish	Washington	31103	98290-3626	-121.9675443	PK	4362	360.804.3100	Monroe School District		12125 Chain Lake Rd.	47.8874852	Melissa Oliver	Northwest Educational Service District 189	Public School	5	Chain Lake Elementary School	29801
Monroe	Washington	31103	98272	-121.9894897	6	5040	360.804.4300	Monroe School District		1408 West Main Street	47.8503452	JoAnn Carbonetti	Northwest Educational Service District 189	Public School	8	Park Place Middle School	29801
Monroe	Washington	31103	98272	-121.9692852	9	5154	360.804.2500	Monroe School District		200 E Fremont ST	47.8548997	John Mannix	Northwest Educational Service District 189	Public School	12	Shoreline-Monroe High School	29801
Monroe	Washington	31103	98272-2757	-121.9757475	1	1777	360.804.2700	Monroe School District		351 Short Columbia St.	47.8556139	Karen Rosencrans	Northwest Educational Service District 189	Public School	12	Sky Valley Education Center	29801
Monroe	Washington	31103	98409	-122.4780243	9	5109	253.682.9988	Monroe School District			47.2019421	DeAnna Kilga	Northwest Educational Service District 189	Public School	12	WAVA	29801
Montesano	Washington	14066	98563-9755	-123.581571	PK	3661	249-4528	Montesano School District		1717 East Beacon Avenue	46.984473	Craig Loucks	Educational Service District 113	Public School	3	Beacon Avenue Elementary School	34801
Montesano	Washington	14066	98563-2504	-123.5970742	7	2180	360.249.4041	Montesano School District		303 North Church	46.9842149	Alec Pugh	Educational Service District 113	Public School	12	Montesano Jr-Sr High	34801
Montesano	Washington	14066	98563-2504	-123.5970742	7	2180	360.249.4041	Montesano School District		303 North Church	46.9842149	Bob  Corley	Educational Service District 113	Public School	12	Montesano Jr-Sr High	34801
Montesano 	Washington	14066	98563	-123.6058661	7	5193	360.249.2114	Montesano School District		519 West Simpson	46.985092	Shawn Brown	Educational Service District 113	Public School	13	Montesano Learning Academy	34801
Montesano	Washington	14066	98563-1151	-123.6058661	4	3374	360.249.4331	Montesano School District		519 West Simpson Avenue	46.985092	Stephanie Klinger	Educational Service District 113	Public School	6	Simpson Avenue Elementary	34801
MORTON	Washington	21214	98356-0060	16.4538281	PK	2678	(360) 496-5143	Morton School District		PO BOX L	49.2080617	KIP Henderson	Educational Service District 113	Public School	6	Morton Elementary School	34801
MORTON	Washington	21214	98356-0030	16.4538281	7	3112	(360) 496-5137	Morton School District		PO BOX F	49.2080617	Josh Brooks	Educational Service District 113	Public School	12	Morton Junior-Senior High	34801
MOSES LAKE	Washington	13161	98837-0000	-119.2588588	6	3022	509.766.2661	Moses Lake School District		1111 E NELSON ROAD	47.1154315	Kristi  Hofheins	North Central Educational Service District 171	Public School	8	Chief Moses Middle School	4801
Moses Lake	Washington	13161	98837-0000	-119.3216449	6	4580	509.766.2667	Moses Lake School District		6527 Patton Blvd	47.1826818	James Yonko	North Central Educational Service District 171	Public School	12	Columbia Basin Secondary School	4801
MOSES LAKE	Washington	13161	98837-0000	-119.2830504	6	2673	509.766.2662	Moses Lake School District		517 WEST THIRD AVENUE	47.1268976	Frank Atkinson	North Central Educational Service District 171	Public School	8	Frontier Middle School	4801
MOSES LAKE	Washington	13161	98837-0000	-119.2654485	K 	3091	509.766.2651	Moses Lake School District		707 E NELSON ROAD	47.1158769	Abe Ramirez	North Central Educational Service District 171	Public School	5	Garden Heights Elementary	4801
MOSES LAKE	Washington	13161	98837-0000	-119.2851824	K 	2833	509.766.2652	Moses Lake School District		454 W RIDGE ROAD	47.1345939	Nikki Mackey	North Central Educational Service District 171	Public School	5	Knolls Vista Elementary	4801
MOSES LAKE	Washington	13161	98837-0000	-119.322425	K 	3021	509.766.2655	Moses Lake School District		700 LINDBERG LANE	47.166325	Diana McFaul	North Central Educational Service District 171	Public School	5	Larson Heights Elementary	4801
MOSES LAKE	Washington	13161	98837-0000	-119.281883	K 	3153	(509) 766-656 	Moses Lake School District		9783 APPLE ROAD NE	47.1513599	ROBBIE MASON	North Central Educational Service District 171	Public School	5	Longview Elementary	4801
MOSES LAKE	Washington	13161	98837-0000	-119.2902279	PK	2970	(509) 766-657 	Moses Lake School District		502 SOUTH C ST	47.1201245	CHRIS HENDRICKS	North Central Educational Service District 171	Public School	6	Midway Elementary	4801
MOSES LAKE	Washington	13161	98837-0000	-119.2653437	9	3215	509.766.2666	Moses Lake School District		803 E. SHARON AVE.	47.1113296	Josh Meek	North Central Educational Service District 171	Public School	12	Moses Lake High School	4801
MOSES LAKE	Washington	13161	98837-0000	-119.32669	K 	3779	509.766.2654	Moses Lake School District		1200 WEST CRAIG STREET	47.173061	Sydney Richens	North Central Educational Service District 171	Public School	5	North Elementary	4801
Moses Lake 	Washington	13161	98837	-119.2993569	K 	5251	509.766.2699	Moses Lake School District		417 N Paxson Drive	47.1336294	Eric Johnson	North Central Educational Service District 171	Public School	5	Park Orchard Elementary School 	4801
Moses Lake 	Washington	13161	98837	-119.3157317	K 	5173	509-766-2650	Moses Lake School District		4000 Peninsula Drive	47.0904718	Noreen  Thomas	North Central Educational Service District 171	Public School	5	Sage Point Elementary School	4801
Moses Lake 	Washington	13161	98837	-119.2653437	10	5273	509-766-2650	Moses Lake School District		803 E Sharon Ave. 	47.1113296	Christine  Armstrong	North Central Educational Service District 171	Public School	12	Wenatchee Valley Technical Skill Center Branch Campus at Moses Lake	4801
Mossyrock	Washington	21206	98564	-122.4969332	K 	5227	360.983.3183	Mossyrock School District	545 Williams Street	P.O. Box 478	46.4775084	Kevin Wilson	Educational Service District 113	Public School	12	Mossyrock Academy	34801
MOSSYROCK	Washington	21206	98564-0455	-122.4969332	K 	2572	360.983.3184	Mossyrock School District	445  Williams Street	P O Box 455	46.4775084	Randy Torrey	Educational Service District 113	Public School	6	Mossyrock Elementary School	34801
Mossyrock	Washington	21206	98564	-122.4969332	7	3238	360.983.3183	Mossyrock School District	295 Williams Street	PO Box 454	46.4775084	Kevin Wilson	Educational Service District 113	Public School	12	Mossyrock Jr./Sr. High School	34801
White Swan	Washington	39209	98952	-120.7322809	9	5233	509.874.8601	Mount Adams School District		621 Signal Peak Rd.	46.3794423	Dana Jarnecke	Educational Service District 105	Contract School	12	American Academy	39801
Harrah	Washington	39209	98933-9998	-120.655819	PK	2506	509.848.5700	Mount Adams School District		P.O. Box 159	46.4143844	John Hannah	Educational Service District 105	Public School	6	Harrah Elementary School	39801
White Swan	Washington	39209	98952-0578	-120.8335501	7	2389	509.874.2324	Mount Adams School District		P.O. Box 578	46.3087413	Dana Jarnecke	Educational Service District 105	Public School	8	Mount Adams Middle School	39801
White Swan	Washington	39209	98952-0578	-120.8335501	9	2532	509.874.2324	Mount Adams School District		P.O. Box 578	46.3087413	Dana Jarnecke	Educational Service District 105	Public School	12	White Swan High School	39801
ACME	Washington	37507	98220-0000	-122.2087151	K 	2585	360.383.2045	Mount Baker School District	PO BOX 9	5200 TURKINGTON RD	48.7183405	KENT ROGERS	Northwest Educational Service District 189	Public School	6	Acme Elementary	29801
Mount Vernon	Washington	29320	98273-2762	-122.3105985	7	3821	360.428.6116	Mount Vernon School District		1200 LaVenture Rd	48.4313732	DAN BERARD	Northwest Educational Service District 189	Public School	8	La Venture Middle School	29801
Mount Vernon	Washington	29320	98274-4422	-122.32861	K 	2579	(360) 428-6135	Mount Vernon School District		1005 S 11th St	48.4152553	Kris Wollan	Northwest Educational Service District 189	Public School	6	Lincoln Elementary School	29801
Mount Vernon	Washington	29320	98274-6034	-122.3119984	K 	4013	360.428.6125	Mount Vernon School District		1514 S LaVenture RD	48.4115416	BRIAN AUCKLAND	Northwest Educational Service District 189	Public School	6	Little Mountain Elementary	29801
Mount Vernon	Washington	29320	98273-2971	-122.3288659	K 	3001	(360) 428-6131	Mount Vernon School District		907 E Fir St	48.4293896	Evelyn Morse	Northwest Educational Service District 189	Public School	6	Madison Elementary	29801
Mount Vernon	Washington	29320	98274-6026	-122.3114133	7	4511	360.428.6127	Mount Vernon School District		2310 E Section St	48.4136253	Tim Newall	Northwest Educational Service District 189	Public School	8	Mount Baker Middle School	29801
Mount Vernon	Washington	29320	98273-4200	-122.337454	K 	3829	(360) 428-6141	Mount Vernon School District		920 S 2nd St	48.415897	Jean Champagne	Northwest Educational Service District 189	Public School	12	Mount Vernon Special Ed	29801
Mount Vernon	Washington	29320	98273	-122.3133621	9	5960	360.561.5450	Mount Vernon School District		2205 W Campus Pl	48.4380203	Donneta Spath	Northwest Educational Service District 189	Public School	12	Northwest Career & Technical Academy	29801
Mount Vernon	Washington	29320	98273	-122.3391662	K 	1992	360.428.6206	Mount Vernon School District		2001 Cleveland Ave	48.4064258	Kris Wollan	Northwest Educational Service District 189	Public School	12	Skagit Family Learning Center MVSD	29801
Mount Vernon	Washington	29320	98273-3264	-122.3487545	K 	2880	360.428.6122	Mount Vernon School District		1020 McLean Rd	48.4202218	William Nutting	Northwest Educational Service District 189	Public School	6	Washington Elementary School	29801
Everett	Washington	31006	98204-2678	-122.2426142	9	4247	425.366.3900	Mukilteo School District		9700 Holly Drive	47.9111096	Marcie Polin	Northwest Educational Service District 189	Public School	12	ACES High School	29801
Evrett	Washington	31006	98204-2678	-122.2424756	PK	4303	425.366.2500	Mukilteo School District		9600 Holly Drive	47.9116172	Dirk Adkinson	Northwest Educational Service District 189	Public School	5	Challenger Elementary	29801
Mukilteo	Washington	31006	98275-4701	-122.3042705	PK	4342	425.366.2600	Mukilteo School District		10520 Harbour Pointe Blvd	47.9025854	Wendy Eidbo	Northwest Educational Service District 189	Public School	5	Columbia Elementary	29801
Everett	Washington	31006	98208-4930	-122.2334859	K 	4304	425.366.2700	Mukilteo School District		11700 Meridian Ave	47.8923377	Edmund Wong	Northwest Educational Service District 189	Public School	5	Discovery Elementary	29801
Lynnwood	Washington	31006	98037-6024	-122.255722	PK	1960	(425) 356-1312	Mukilteo School District		1625 Madison Way	47.870622	Kim Parker	Northwest Educational Service District 189	Public School	PK	ECEAP	29801
Mukilteo	Washington	31006	98275-4701	-122.3116994	K 	4469	425.366.2800	Mukilteo School District		12300 Harbour Pointe Blvd	47.8854574	Ann Jordan	Northwest Educational Service District 189	Public School	5	Endeavour Elementary	29801
Everett	Washington	31006	98204-2650	-122.2457708	6	4231	425.366.5000	Mukilteo School District		9600 Sharon Drive	47.9108542	Ali Williams	Northwest Educational Service District 189	Public School	8	Explorer Middle School	29801
Everett	Washington	31006	98204-1712	-122.2372146	K 	4344	425.366.3000	Mukilteo School District		222 W Casino Rd	47.9204795	Leslie Clauson	Northwest Educational Service District 189	Public School	5	Horizon Elementary	29801
Mukilteo	Washington	31006	98275-4701	-122.3017802	9	4433	425.366.5400	Mukilteo School District		10801 Harbour Pointe Blvd	47.9008415	Mike Gallagher	Northwest Educational Service District 189	Public School	12	Kamiak High School	29801
Everett	Washington	31006	98204-5722	-122.2360369	9	3688	356.366.5700	Mukilteo School District		200 120th Street SW	47.8879353	Brent Kline	Northwest Educational Service District 189	Public School	12	Mariner High School	29801
Everett	Washington	31006	98204-6217	-122.256209	K 	4583	425.366.3200	Mukilteo School District		13025 17th Ave W	47.8794399	Cheryl Boze	Northwest Educational Service District 189	Public School	5	Odyssey Elementary	29801
Everett	Washington	31006	98204-7005	-122.2369768	K 	3121	425.366.3300	Mukilteo School District		200 108th St SW	47.8990773	Edeline Reclusado	Northwest Educational Service District 189	Public School	5	Olivia Park Elementary	29801
Mukilteo	Washington	31006	98203-1416	-122.3006433	6	3120	425.366.5200	Mukilteo School District		2602 Mukilteo Speedway	47.9305629	Devin McLane	Northwest Educational Service District 189	Public School	8	Olympic View Middle School	29801
Edmonds	Washington	31006	98026-3716	-122.3132318	K 	4165	425.366.3400	Mukilteo School District		5819 140th St SW	47.8726314	Lynn Olsen	Northwest Educational Service District 189	Public School	5	Picnic Point Elementary	29801
Edmonds	Washington	31006	98026-3925	-122.2974454	K 	3687	425.366.3500	Mukilteo School District		4709 Picnic Point Rd	47.8722665	Karen Reid	Northwest Educational Service District 189	Public School	5	Serene Lake Elementary	29801
Everett	Washington	31006	98204-1499	-122.2691359	11	4019	425.348.2220	Mukilteo School District		9001 Airport Road	47.9168616	David Rudy	Northwest Educational Service District 189	Public School	12	Sno-Isle Skills Center 	29801
Everett	Washington	31006	98204-4984	-122.2377289	6	4425	425.366.5300	Mukilteo School District		11711 4th Ave W	47.8919634	Wes Bailey	Northwest Educational Service District 189	Public School	8	Voyager Middle School	29801
Naches	Washington	39003	98937-0000	-121.2391801	9	2591	509.457.8781	Naches Valley School District		PO Box 159	46.8249724	Rich Rouleau	Educational Service District 105	Public School	12	Naches Valley High School	39801
Naches	Washington	39003	98937	-121.2391801	3	5148	509.653.2701	Naches Valley School District		PO Box 39	46.8249724	Allison Schnebly	Educational Service District 105	Public School	4	Naches Valley Intermediate School	39801
Naches	Washington	39003	98937-0000	-121.2391801	5	2898	509.452.4604	Naches Valley School District		PO Box 39	46.8249724	Todd Hilmes	Educational Service District 105	Public School	8	Naches Valley Middle School	39801
Yakima	Washington	39003	98908-0000	-120.6108406	K 	2897	509.966.5050	Naches Valley School District		2700 Old Naches Highway	46.6692833	Allison Schnebly	Educational Service District 105	Public School	2	Naches Valley Primary School	39801
NAPAVINE	Washington	21014	98565-0000	-122.9118915	PK	3288	360.262.3303	Napavine School District		PO Box 837	46.5778147	Jennifer Moore	Educational Service District 113	Public School	6	Napavine Elementary	34801
NAPAVINE	Washington	21014	98565-0000	-122.9118915	7	2273	360.262.3301	Napavine School District		PO Box 357	46.5778147	Jason Prather	Educational Service District 113	Public School	12	Napavine Jr Sr High School	34801
Newport	Washington	26056	99156	-117.2370894	K 	5118	509 447-0656	Newport School District		P. O. Box 70	48.1555815	Teresa Holmes	Educational Service District 101	Public School	12	Newport Parent Partnership	32801
Newport	Washington	26056	99156-0070	-117.2370894	5	3968	509.447.2426	Newport School District		P. O. Box 70	48.1555815	Janet Burcham	Educational Service District 101	Public School	8	Sadie Halstead Middle School	32801
Nine Mile Falls	Washington	32325	99026-0000	-117.5583779	9	4333	509.340.4200	Nine Mile Falls School District		5909 Hwy 291	47.8089523	Brent Osborn	Educational Service District 101	Public School	12	Lakeside High School	32801
Nine Mile Falls	Washington	32325	99026-9624	-117.5516997	K 	2341	509.340.4010	Nine Mile Falls School District		10102 W. Charles Rd	47.7796362	Scott Friedman	Educational Service District 101	Public School	5	Nine Mile Falls Elementary	32801
Everson	Washington	37506	98247-0000	-122.360177	PK	4428	(360) 966-2030	Nooksack Valley School District		216 Everson Goshen Rd.	48.910452	Kevin DeVere	Northwest Educational Service District 189	Public School	5	Everson Elementary	29801
Everson	Washington	37506	98247-0000	-122.307888	PK	4525	360.966.3321	Nooksack Valley School District		3333 Breckenridge Rd.	48.925886	Cindy Tjoelker	Northwest Educational Service District 189	Public School	5	Nooksack Elementary	29801
Everson	Washington	37506	98247-0000	-122.307873	7	2459	360.988.2641	Nooksack Valley School District		3326 East Badger Road	48.964089	Matt Galley	Northwest Educational Service District 189	Public School	12	Nooksack Valley High School	29801
