ESD Code	ESD Name	District-County Code	District name	School Code	School name	Lowest Grade	Highest Grade	AddressLine1	AddressLine2	City	State	ZipCode	Principal Name	phone	School Type
29801	Northwest Educational Service District 189	31006	Mukilteo School District	4019	Sno-Isle Skills Center 	11	12	9001 Airport Road		Everett	Washington	98204-1499	David Rudy	425.348.2220	Public School
29801	Northwest Educational Service District 189	31006	Mukilteo School District	1848	Special Services	PK	12	9401 Sharon Drive		Everett	Washington	98204-2650	Jean Anthony	425.356.1277	Public School
29801	Northwest Educational Service District 189	31006	Mukilteo School District	4425	Voyager Middle School	6	8	11711 4th Ave W		Everett	Washington	98204-4984	Wes Bailey	425.366.5300	Public School
39801	Educational Service District 105	39003	Naches Valley School District	2591	Naches Valley High School	9	12	PO Box 159		Naches	Washington	98937-0000	Rich Rouleau	509.457.8781	Public School
39801	Educational Service District 105	39003	Naches Valley School District	5148	Naches Valley Intermediate School	3	4	PO Box 39		Naches	Washington	98937	Allison Schnebly	509.653.2701	Public School
39801	Educational Service District 105	39003	Naches Valley School District	2898	Naches Valley Middle School	5	8	PO Box 39		Naches	Washington	98937-0000	Todd Hilmes	509.452.4604	Public School
39801	Educational Service District 105	39003	Naches Valley School District	2897	Naches Valley Primary School	K 	2	2700 Old Naches Highway		Yakima	Washington	98908-0000	Allison Schnebly	509.966.5050	Public School
34801	Educational Service District 113	21014	Napavine School District	3288	Napavine Elementary	PK	6	PO Box 837		NAPAVINE	Washington	98565-0000	Jennifer Moore	360.262.3303	Public School
34801	Educational Service District 113	21014	Napavine School District	2273	Napavine Jr Sr High School	7	12	PO Box 357		NAPAVINE	Washington	98565-0000	Jason Prather	360.262.3301	Public School
6801	Educational Service District 112	25155	Naselle-Grays River Valley School District	2868	Naselle Elementary	K 	5	793 SR 4		NASELLE	Washington	98638-0000	KAREN WIRKKALA	360.484.7121	Public School
6801	Educational Service District 112	25155	Naselle-Grays River Valley School District	5238	Naselle Homelink	K 	12	793 State Route 4		Naselle	Washington	98638	Jonathan Tienhaara	360 484 7121	Public School
6801	Educational Service District 112	25155	Naselle-Grays River Valley School District	3295	Naselle Jr Sr High Schools	6	12	793 State Route 4		NASELLE	Washington	98638-0000	KAREN WIRKKALA	360.484.7121	Public School
6801	Educational Service District 112	25155	Naselle-Grays River Valley School District	3599	Naselle Youth Camp School	7	12	11-S YOUTH CAMP LANE		NASELLE	Washington	98638-8600	Lisa Nelson	360.484.3269 ext.249	Institution
4801	North Central Educational Service District 171	24014	Nespelem School District	2494	Nespelem Elementary	PK	8	PO BOX 291		NESPELEM	Washington	99155-0291	Wm. (Bill) Higgins	(509) 634-541 	Public School
32801	Educational Service District 101	26056	Newport School District	2518	Newport High School	9	12	P. O. Box 70		Newport	Washington	99156-0070	Dennis Matson	509.447.2481	Public School
32801	Educational Service District 101	26056	Newport School District	5118	Newport Parent Partnership	K 	12	P. O. Box 70		Newport	Washington	99156	Teresa Holmes	509 447-0656	Public School
32801	Educational Service District 101	26056	Newport School District	3968	Sadie Halstead Middle School	5	8	P. O. Box 70		Newport	Washington	99156-0070	Janet Burcham	509.447.2426	Public School
32801	Educational Service District 101	26056	Newport School District	4478	Stratton Elementary	PK	4	P. O. Box 70		Newport	Washington	99156-0070	Teresa Holmes	509.447.0656	Public School
32801	Educational Service District 101	32325	Nine Mile Falls School District	4036	Lake Spokane Elementary	PK	5	6015 Hwy 291		Nine Mile Falls	Washington	99026-9579	Kevin Simpson	509.340.4040	Public School
32801	Educational Service District 101	32325	Nine Mile Falls School District	4333	Lakeside High School	9	12	5909 Hwy 291		Nine Mile Falls	Washington	99026-0000	Brent Osborn	509.340.4200	Public School
32801	Educational Service District 101	32325	Nine Mile Falls School District	4521	Lakeside Middle School	6	8	6169 Highway 291		Nine Mile Falls	Washington	99026-0000	Jeff Baerwald	509.340.4103	Public School
32801	Educational Service District 101	32325	Nine Mile Falls School District	2341	Nine Mile Falls Elementary	K 	5	10102 W. Charles Rd		Nine Mile Falls	Washington	99026-9624	Scott Friedman	509.340.4010	Public School
29801	Northwest Educational Service District 189	37506	Nooksack Valley School District	4428	Everson Elementary	PK	5	216 Everson Goshen Rd.		Everson	Washington	98247-0000	Kevin DeVere	(360) 966-2030	Public School
29801	Northwest Educational Service District 189	37506	Nooksack Valley School District	4525	Nooksack Elementary	PK	5	3333 Breckenridge Rd.		Everson	Washington	98247-0000	Cindy Tjoelker	360.966.3321	Public School
29801	Northwest Educational Service District 189	37506	Nooksack Valley School District	2459	Nooksack Valley High School	7	12	3326 East Badger Road		Everson	Washington	98247-0000	Matt Galley	360.988.2641	Public School
29801	Northwest Educational Service District 189	37506	Nooksack Valley School District	2687	Nooksack Valley Middle School	6	8	404 W. Columbia St.		Everson	Washington	98247-0000	Joel VanderYacht	360.966.7561	Public School
29801	Northwest Educational Service District 189	37506	Nooksack Valley School District	1823	Nooksack Valley Special Services	PK	PK	3326 E. Badger Road		Everson	Washington	98247-0000	Cindy Stockwell	360.988.9423	Public School
29801	Northwest Educational Service District 189	37506	Nooksack Valley School District	5189	NV Connections	K 	12	3326 E Badger Rd		Everson	Washington	98247	Scott Smith	360.988.2641	Public School
29801	Northwest Educational Service District 189	37506	Nooksack Valley School District	2489	Sumas Elementary	PK	5	1024 Lawson St		Sumas	Washington	98295-0000	Kathy Winslow	(360) 988-9423	Public School
34801	Educational Service District 113	14064	North Beach School District	3788	North Beach Junior High School	7	8	PO Box 969		Ocean Shores	Washington	98569-0000	William Duncanson	360.289.3888	Public School
34801	Educational Service District 113	14064	North Beach School District	2728	North Beach Senior High School	9	12	P.O. Box 969		Ocean Shores	Washington	98569-0000	William Duncanson	360.289.3888	Public School
34801	Educational Service District 113	14064	North Beach School District	3787	Ocean Shores Elementary	K 	6	300 Mt. Olympus Way		Ocean Shores	Washington	98569-0000	Rhonda Ham	360.289.2147	Public School
34801	Educational Service District 113	14064	North Beach School District	3155	Pacific Beach Elementary School	K 	6	P.O. Box H		Pacific Beach	Washington	98571-0000	Lynette Reime	360.276.4512	Public School
11801	Educational Service District 123	11051	North Franklin School District	3325	Basin City Elem	K 	6	PO Box 829		Connell	Washington	99326-0829	Lisa  Flatau	509.269.4224	Public School
11801	Educational Service District 123	11051	North Franklin School District	1850	Camp Outlook	9	9	PO Box 829		Connell	Washington	99326-0829	George Farrah	509.234.1055	Institution
11801	Educational Service District 123	11051	North Franklin School District	2918	Connell Elem	K 	6	PO Box 829		Connell	Washington	99326-0829	Patrick Nunan	509.234.4381	Public School
11801	Educational Service District 123	11051	North Franklin School District	3272	Connell High School	9	12	PO Box 829		Connell	Washington	99326-0829	Tim Peterson	509.234.2911	Public School
11801	Educational Service District 123	11051	North Franklin School District	1889	Connell Preschool	PK	PK	PO Box 829		Connell	Washington	99326-0829	Vangie Rudeen-Ellwein	(509) 234-9218	Public School
11801	Educational Service District 123	11051	North Franklin School District	3086	Mesa Elem	K 	6	PO Box 829		Connell	Washington	99326-0829	Obadiah DeWeber	509.265.4229	Public School
11801	Educational Service District 123	11051	North Franklin School District	5261	North Franklin Virtual Academy	K 	12	PO Box 829		Connell	Washington	99326	Gregg Taylor	509-234-2021	Public School
11801	Educational Service District 123	11051	North Franklin School District	1754	Palouse Junction High School	9	12	PO Box 829		Connell	Washington	99326-0829	George Farrah	509.234.1055	Public School
11801	Educational Service District 123	11051	North Franklin School District	2198	Robert L Olds Junior High School	7	8	PO Box 829		Connell	Washington	99326-0829	Jim Jacobs	509.234.3931	Public School
18801	Olympic Educational Service District 114	18400	North Kitsap School District	4358	Breidablik Elementary	PK	5	25142 WAGHORN RD NW		POULSBO	Washington	98370-9448	Glen Robbins	360.779.8802	Public School
18801	Olympic Educational Service District 114	18400	North Kitsap School District	2798	David Wolfle Elementary	PK	5	27089 HIGHLAND RD NE		KINGSTON	Washington	98346-8408	Ben DEGNIN	360.394.6802	Public School
18801	Olympic Educational Service District 114	18400	North Kitsap School District	2854	Hilder Pearson Elementary	K 	5	15650 CENTRAL VALLEY RD NW		POULSBO	Washington	98370-8147	Debora Foreman	360.394.6650	Public School
18801	Olympic Educational Service District 114	18400	North Kitsap School District	2854	Hilder Pearson Elementary	K 	5	15650 CENTRAL VALLEY RD NW		POULSBO	Washington	98370-8147	Jeannette Wolfe	360.394.6650	Public School
18801	Olympic Educational Service District 114	18400	North Kitsap School District	5085	Kingston High School	9	12	26201 Siyaya Avenue NE		Kingston	Washington	98346	Christy Cole	360.394.2632	Public School
18801	Olympic Educational Service District 114	18400	North Kitsap School District	4359	Kingston Middle School	6	8	9000 W KINGSTON RD		KINGSTON	Washington	98346-9327	Susan Wistrand	360.394.4904	Public School
18801	Olympic Educational Service District 114	18400	North Kitsap School District	3126	Middle School Options	6	8	26331 BARBER CUT OFF ROAD NE		KINGSTON	Washington	97346-9401	CLAUDIA ALVES	360.394.6702	Public School
18801	Olympic Educational Service District 114	18400	North Kitsap School District	3236	North Kitsap High School	9	12	1780 NE HOSTMARK		POULSBO	Washington	98370-7682	Judson Miller	360.779.8400	Public School
18801	Olympic Educational Service District 114	18400	North Kitsap School District	3236	North Kitsap High School	9	12	1780 NE HOSTMARK		POULSBO	Washington	98370-7682	Kathleen Prasch	360.779.8400	Public School
18801	Olympic Educational Service District 114	18400	North Kitsap School District	1733	Pal Program	K 	8	1845 NE HOSTMARK ST		POULSBO	Washington	98370-7335	Patricia Moore	360.779.8742	Public School
18801	Olympic Educational Service District 114	18400	North Kitsap School District	2026	Poulsbo Elementary School	PK	5	18531 NOLL RD NE		POULSBO	Washington	98370-7521	Glen Robbins	360.598.1100	Public School
18801	Olympic Educational Service District 114	18400	North Kitsap School District	2026	Poulsbo Elementary School	PK	5	18531 NOLL RD NE		POULSBO	Washington	98370-7521	Timothy Garrison	360.598.1100	Public School
18801	Olympic Educational Service District 114	18400	North Kitsap School District	2476	Poulsbo Middle School	6	8	2003 NE HOSTMARK		POULSBO	Washington	98370-7639	Matt Vandeleur	360.598.1000	Public School
18801	Olympic Educational Service District 114	18400	North Kitsap School District	4467	Richard Gordon Elementary	K 	5	26331 BARBER CUT-OFF RD NE		KINGSTON	Washington	98346-9401	CLAUDIA ALVES	360.394.6702	Public School
18801	Olympic Educational Service District 114	18400	North Kitsap School District	1677	Special Programs	PK	9	18360 CALDART AVE NE		Poulsbo	Washington	98370-8775	Dorothy Sisken	360.394.2600	Public School
18801	Olympic Educational Service District 114	18400	North Kitsap School District	3391	Suquamish Elementary School	K 	5	18950 PARK AVE NE		SUQUAMISH	Washington	98392-9706	JOE DAVALOS	360.394.6900	Public School
18801	Olympic Educational Service District 114	18400	North Kitsap School District	3391	Suquamish Elementary School	K 	5	18950 PARK AVE NE		SUQUAMISH	Washington	98392-9706	Jon Torgerson	360.598.4219	Public School
18801	Olympic Educational Service District 114	18400	North Kitsap School District	4461	Vinland Elementary	K 	5	22104 RHODODENDRON LN NW		POULSBO	Washington	98370-9406	CHARLES MCCABE	360.394.2920	Public School
18801	Olympic Educational Service District 114	23403	North Mason School District	2662	Belfair Elementary	K 	5	NE 22900 Hwy 3		Belfair	Washington	98528-0000	Julie Wasserburger	360.277.2231	Public School
18801	Olympic Educational Service District 114	23403	North Mason School District	3174	Hawkins Middle School	6	8	300 E. Campus Dr.		Belfair	Washington	98528-0000	Thom Worlund	360.277.2129	Public School
18801	Olympic Educational Service District 114	23403	North Mason School District	1861	North Mason Homelink Program	K 	12	71 East Campus Dr.		Belfair	Washington	98528-0000	Anne Crosby	360.277.2393	Public School
18801	Olympic Educational Service District 114	23403	North Mason School District	3175	North Mason Senior High School	9	12	200 E. Campus Dr.		Belfair	Washington	98528-0000	Chad Collins	360.277.2169	Public School
18801	Olympic Educational Service District 114	23403	North Mason School District	1680	PACE Academy (OPTIONS)	9	12	71 E. Campus Dr.		Belfair	Washington	98528-0000	Anne Crosby	360.277.2393	Public School
18801	Olympic Educational Service District 114	23403	North Mason School District	4320	Sand Hill Elementary	K 	5	NE 791 Sand Hill Rd.		Belfair	Washington	98528-0000	Kristen Sheridan	360.277.2331	Public School
34801	Educational Service District 113	25200	North River School District	2292	North River School	PK	12	2867 North River Rd		Cosmopolis	Washington	98537-0000	Dave Pickering	(360) 532-3079	Public School
34801	Educational Service District 113	34003	North Thurston Public Schools	5168	Aspire Middle School	6	8	5900 54th Ave SE		Lacey	Washington	98513	Monica Sweet	360-412-4400	Public School
34801	Educational Service District 113	34003	North Thurston Public Schools	5167	Chambers Prairie Elementary School	K 	6	6501 Virginia St SE		Lacey	Washington	98513	Stan Koep	360-412-4400	Public School
34801	Educational Service District 113	34003	North Thurston Public Schools	3361	Chinook Middle School	7	8	4301 6th Ave NE		Lacey	Washington	98516-6398	Kirsten Rae	360.412.4760	Public School
34801	Educational Service District 113	34003	North Thurston Public Schools	4058	Evergreen Forest Elementary	PK	6	3025 Marvin Rd SE		Lacey	Washington	98503-4255	Karen Johnson	360.412.4670	Public School
34801	Educational Service District 113	34003	North Thurston Public Schools	4408	Horizons Elementary	K 	6	4601 67th Ave SE		Lacey	Washington	98513-4905	Tim Fries	(360) 412-4710	Public School
34801	Educational Service District 113	34003	North Thurston Public Schools	4409	Komachin Middle School	7	8	3650 College St SE		Lacey	Washington	98503-3530	Joyce Ott	360.412.4740	Public School
34801	Educational Service District 113	34003	North Thurston Public Schools	3653	Lacey Elementary	K 	6	1800 Homann Dr SE		Lacey	Washington	98503-2844	Gary Culbertson	(360) 412-4650	Public School
34801	Educational Service District 113	34003	North Thurston Public Schools	3539	Lakes Elementary School	PK	6	6211 Mullen Rd SE		Lacey	Washington	98503-7198	Mike McDonald	(360) 412-4600	Public School
34801	Educational Service District 113	34003	North Thurston Public Schools	3262	Lydia Hawk Elementary	PK	6	7600 5th Ave SE		Lacey	Washington	98503-1598	Charles Harrington	360.412.4610	Public School
34801	Educational Service District 113	34003	North Thurston Public Schools	4255	Meadows Elementary	K 	6	836 Deerbrush Dr SE		Lacey	Washington	98513-2174	Allison Shepard	360.412.4690	Public School
34801	Educational Service District 113	34003	North Thurston Public Schools	3130	Mountain View Elementary	PK	6	1900 College St SE		Lacey	Washington	98503-7099	Kurt Hatch	360.412.4630	Public School
34801	Educational Service District 113	34003	North Thurston Public Schools	3611	Nisqually Middle School	7	8	8100 Steilacoom Rd SE		Lacey	Washington	98503-1998	Karen Owen	(360) 412-4770	Public School
34801	Educational Service District 113	34003	North Thurston Public Schools	3010	North Thurston High School	9	12	600 Sleater Kinney Rd NE		Lacey	Washington	98506-5257	Steve Rood	(360) 412-4805	Public School
34801	Educational Service District 113	34003	North Thurston Public Schools	3709	Olympic View Elementary	K 	6	1330 Horne Ave NE		Lacey	Washington	98516-5672	Bob Richards	360.412.4660	Public School
34801	Educational Service District 113	34003	North Thurston Public Schools	4271	Pleasant Glade Elementary	PK	6	1920 Abernethy Rd NE		Lacey	Washington	98516-3776	Bruce Walton	360.412.4620	Public School
34801	Educational Service District 113	34003	North Thurston Public Schools	4427	River Ridge High School	9	12	350 River Ridge Drive SE		Lacey	Washington	98513	Karen Remy-Anderson	360.412.4820	Public School
34801	Educational Service District 113	34003	North Thurston Public Schools	4368	Seven Oaks Elementary	PK	6	1800 Seven Oaks Dr SE		Lacey	Washington	98503-7300	Ron Sisson	(360) 412-4700	Public School
34801	Educational Service District 113	34003	North Thurston Public Schools	2754	South Bay Elementary	K 	6	3845 Sleater Kinney Rd NE		Lacey	Washington	98506-2699	Kate Cook	360.412.4640	Public School
34801	Educational Service District 113	34003	North Thurston Public Schools	4314	South Sound High School	9	12	411 College St NE		Lacey	Washington	98516	Rich Yelenich	360.412.4760	Public School
34801	Educational Service District 113	34003	North Thurston Public Schools	3710	Timberline High School	9	12	6120 Mullen Rd SE		Lacey	Washington	98503-7199	Dave Lehnis	(360) 412-4860	Public School
34801	Educational Service District 113	34003	North Thurston Public Schools	8407	Wa He Lut Indian School	K 	8	11110 Connie Ave SE		Olympia	Washington	98513-0000			Tribal School
34801	Educational Service District 113	34003	North Thurston Public Schools	4122	Woodland Elementary	K 	6	4630 Carpenter Rd SE		Lacey	Washington	98503-4499	David Warning	360.412.4680	Public School
32801	Educational Service District 101	33211	Northport School District	2062	Northport Elementary School	K 	8	PO Box 1280		Northport	Washington	99157-1280	Patsy Guglielmino	(509) 732-4251	Public School
32801	Educational Service District 101	33211	Northport School District	2958	Northport High School	9	12	PO Box 1280		Northport	Washington	99157-1280	Don Baribault	509.732.4251	Public School
32801	Educational Service District 101	33211	Northport School District	5252	Northport Homelink Program	K 	12	PO Box 679		Northport	Washington	99157	Donald  Baribault	509 732-4251	Public School
17801	Puget Sound Educational Service District 121	17417	Northshore School District	3107	Arrowhead Elementary	K 	6	6725 NE Arrowhead DR		Kenmore	Washington	98028-4343	Jesse Harrison	425.408.4000	Public School
17801	Puget Sound Educational Service District 121	17417	Northshore School District	4305	Bear Creek Elementary	K 	6	18101 Avondale RD NE		Woodinville	Washington	98077-9183	Gary Keeler	425.408.4100	Public School
17801	Puget Sound Educational Service District 121	17417	Northshore School District	3106	Bothell High School	10	12	9130 NE 180 ST		Bothell	Washington	98011-3360	Bob Stewart	425.408.7000	Public School
17801	Puget Sound Educational Service District 121	17417	Northshore School District	2493	C O Sorenson	PK	K 	19705 88 AV NE		Bothell	Washington	98011-2121	Annette McNabb	425.408.5570	Public School
17801	Puget Sound Educational Service District 121	17417	Northshore School District	4017	Canyon Creek Elementary	K 	6	21400 35 AV SE		Bothell	Washington	98021-7832	Peter Misner	425.408.5700	Public School
17801	Puget Sound Educational Service District 121	17417	Northshore School District	3493	Canyon Park Jr High	7	9	23723 23 AV SE		Bothell	Washington	98021-9644	Sebastian Ziz	425.408.6300	Public School
17801	Puget Sound Educational Service District 121	17417	Northshore School District	3234	Cottage Lake Elementary	PK	6	15940 Avondale RD NE		Woodinville	Washington	98077-9167	Shelley Habenicht	425.408.4200	Public School
17801	Puget Sound Educational Service District 121	17417	Northshore School District	3105	Crystal Springs Elementary	K 	6	21615 9 AV SE		Bothell	Washington	98021-7609	Diane Hutchison	425.408.4300	Public School
17801	Puget Sound Educational Service District 121	17417	Northshore School District	4379	East Ridge Elementary	K 	6	22150 NE 156 PL		Woodinville	Washington	98077-7489	Paul Bodnar	425.408.4400	Public School
17801	Puget Sound Educational Service District 121	17417	Northshore School District	4306	Fernwood Elementary	K 	6	3933 Jewell RD		Bothell	Washington	98012-7331	Lew  Dickert	425.408.4500	Public School
17801	Puget Sound Educational Service District 121	17417	Northshore School District	4355	Frank Love Elementary	PK	6	303 224 ST SW		Bothell	Washington	98021-8335	Jennifer Benson	425.408.4600	Public School
17801	Puget Sound Educational Service District 121	17417	Northshore School District	4124	Hollywood Hill Elementary	K 	6	17110 148 AV NE		Woodinville	Washington	98072-9053	Scott Beebe	425.408.4700	Public School
17801	Puget Sound Educational Service District 121	17417	Northshore School District	3492	Inglemoor HS	10	12	15500 Simonds RD NE		Kenmore	Washington	98028-4430	Vicki Sherwood	425.408.7200	Public School
17801	Puget Sound Educational Service District 121	17417	Northshore School District	2993	Kenmore Elementary	K 	6	19121 71 AV NE		Kenmore	Washington	98028-2618	Steve Hopkins	425.408.4800	Public School
17801	Puget Sound Educational Service District 121	17417	Northshore School District	3345	Kenmore Junior High	7	9	20323 66 AV NE		Kenmore	Washington	98028-2052	Tim Gordon	425.408.6400	Public School
17801	Puget Sound Educational Service District 121	17417	Northshore School District	4455	Kokanee Elementary	K 	6	23710 57 AV SE		Woodinville	Washington	98072-8625	Cathi Hackett	425.408.4900	Public School
17801	Puget Sound Educational Service District 121	17417	Northshore School District	3790	Leota Jr High	7	9	19301 168 AV NE		Woodinville	Washington	98072-8426	Obadiah Dunham	425.408.6500	Public School
17801	Puget Sound Educational Service District 121	17417	Northshore School District	3390	Lockwood Elementary	K 	6	24118 Lockwood RD		Bothell	Washington	98021-9419	Ann Madsen	425.408.5800	Public School
17801	Puget Sound Educational Service District 121	17417	Northshore School District	3344	Maywood Hills Elementary	K 	6	19510 104 AV NE		Bothell	Washington	98011-2401	David Wellington	425.408.5000	Public School
17801	Puget Sound Educational Service District 121	17417	Northshore School District	3442	Moorlands Elementary	K 	6	15115 84 AV NE		Kenmore	Washington	98028-4709	Brenda Naish	425.408.5100	Public School
17801	Puget Sound Educational Service District 121	17417	Northshore School District	4021	Northshore Jr High	7	9	12101 NE 160 ST		Bothell	Washington	98011-4141	Josh Sanchez	425.408.6700	Public School
17801	Puget Sound Educational Service District 121	17417	Northshore School District	1814	Northshore Networks	K 	12	3330 Monte Villa Parkway		Bothell	Washington	98021-8972	Donna Tyo	425.408.6600	Public School
17801	Puget Sound Educational Service District 121	17417	Northshore School District	1815	Northshore Special Services	PK	12	3330 Monte Villa Parkway		Bothell	Washington	98021-8972	Shannon Hitch	425.408.7735	Public School
17801	Puget Sound Educational Service District 121	17417	Northshore School District	3811	Secondary Academy for Success	7	12	22107 23rd Dr SE		Bothell	Washington	98021-4409	Donna Tyo	425.408.6600	Public School
17801	Puget Sound Educational Service District 121	17417	Northshore School District	3679	Shelton View Elementary	K 	6	23400 5 AV W		Bothell	Washington	98021-8529	Bethel Santos	425.408.5200	Public School
17801	Puget Sound Educational Service District 121	17417	Northshore School District	4371	Skyview Jr High	7	9	21404 35 AV SE		Bothell	Washington	98021-7832	Dawn Mark	425.408.6800	Public School
17801	Puget Sound Educational Service District 121	17417	Northshore School District	4187	Sunrise Elementary	K 	6	14075 172 AV NE		Redmond	Washington	98052-2197	Doug Hale	425.408.5300	Public School
17801	Puget Sound Educational Service District 121	17417	Northshore School District	4516	Timbercrest Junior High	7	9	19115 215 WY NE		Woodinville	Washington	98077-7191	Heather Miller	425.408.6900	Public School
17801	Puget Sound Educational Service District 121	17417	Northshore School District	4069	Wellington Elementary	K 	6	16501 NE 195 ST		Woodinville	Washington	98072-8414	Bill Bagnall	425.408.5900	Public School
17801	Puget Sound Educational Service District 121	17417	Northshore School District	3287	Westhill Elementary	K 	6	19515 88 AV NE		Bothell	Washington	98011-2137	Anne Cullum	425.408.5500	Public School
17801	Puget Sound Educational Service District 121	17417	Northshore School District	3749	Woodin Elementary	PK	6	12950 NE 195 ST		Bothell	Washington	98011-2537	Jill Crivello	425.408.5400	Public School
17801	Puget Sound Educational Service District 121	17417	Northshore School District	3396	Woodinville Community Center	10	12	3330 Monte Villa Parkway		Bothell	Washington	98021-8972	Ed Koehl	425.408.7735	Institution
17801	Puget Sound Educational Service District 121	17417	Northshore School District	4208	Woodinville HS	10	12	19819 136 NE		Woodinville	Washington	98072-8797	Kurt Criscione	425.408.7400	Public School
17801	Puget Sound Educational Service District 121	17417	Northshore School District	4377	Woodmoor Elementary	K 	6	12225 NE 160		Bothell	Washington	98011-4167	Angela Kerr	425.408.5600	Public School
29801	Northwest Educational Service District 189	15201	Oak Harbor School District	3477	Broadview Elementary	K 	5	473 SW Fairhaven Dr.		Oak Harbor	Washington	98277-0000	Joyce Swanson	((36) )27-5254	Public School
29801	Northwest Educational Service District 189	15201	Oak Harbor School District	3377	Crescent Harbor Elem	K 	5	330 E. Crescent Harbor Rd.		Oak Harbor	Washington	98277-0000	Craig Dunnam	(360)279-5652	Public School
29801	Northwest Educational Service District 189	15201	Oak Harbor School District	4328	Hillcrest Elementary	K 	5	1500 NW 2nd Ave.		Oak Harbor	Washington	98277-0000	Laura Schonberg	360.279.5203	Public School
29801	Northwest Educational Service District 189	15201	Oak Harbor School District	1758	Homeconnection	K 	12	350 S. Oak Harbor St.		Oak Harbor	Washington	98277-0000	Randy Mouw	(360)279-5057	Public School
29801	Northwest Educational Service District 189	15201	Oak Harbor School District	3939	North Whidbey Middle School	6	8	67 NE Izett St.		Oak Harbor	Washington	98277-0000	Laura Aesoph	360.279.5510	Public School
29801	Northwest Educational Service District 189	15201	Oak Harbor School District	2696	Oak Harbor Elementary	PK	5	151 SE Midway Blvd.		Oak Harbor	Washington	98277-0000	Dorothy Day	(360)279-5102	Public School
29801	Northwest Educational Service District 189	15201	Oak Harbor School District	2974	Oak Harbor High School	9	12	950 NW 2nd Ave.		Oak Harbor	Washington	98277-0000	Dwight Lundstrom	(360)279.5701	Public School
29801	Northwest Educational Service District 189	15201	Oak Harbor School District	3274	Oak Harbor Middle School	6	8	150 SW Sixth Ave.		Oak Harbor	Washington	98277-0000	Shane Evans	360.279.5305	Public School
29801	Northwest Educational Service District 189	15201	Oak Harbor School District	3566	Olympic View Elem	K 	5	380 NE Regatta Dr.		Oak Harbor	Washington	98277-0000	Martha Adams	360.279.5153	Public School
29801	Northwest Educational Service District 189	15201	Oak Harbor School District	3662	Special Education	PK	PK	350 S. Oak Harbor St.		Oak Harbor	Washington	98277-0000	Gail Cleveland	(360) 279-5071	Public School
32801	Educational Service District 101	38324	Oakesdale School District	3205	Oakesdale Elementary School	K 	6	P.O. Box 228		Oakesdale	Washington	99158-0228	Karl Ostheller	(509)285-5296	Public School
32801	Educational Service District 101	38324	Oakesdale School District	2432	Oakesdale High School	7	12	P.O. Box 228		Oakesdale	Washington	99158-0228	Karl Ostheller	(509) 285-5296	Public School
34801	Educational Service District 113	14400	Oakville School District	2922	Oakville Elementary	K 	6	PO BOX H		OAKVILLE	Washington	98568-0090	Kathy Lorton	360.273.5946	Public School
34801	Educational Service District 113	14400	Oakville School District	2283	Oakville High School	7	12	PO BOX H		OAKVILLE	Washington	98568-0090	Tom Phimister	360.273.5947	Public School
6801	Educational Service District 112	25101	Ocean Beach School District	4220	Ilwaco Middle/High School	7	12	PO Box F		Ilwaco	Washington	98624-0256	David Tobin	360.642.3731	Public School
6801	Educational Service District 112	25101	Ocean Beach School District	3531	Long Beach Elementary School	K 	6	Long Beach School	PO Box 758	Long Beach	Washington	98631-0000	Todd Carper	360.642.3242	Public School
6801	Educational Service District 112	25101	Ocean Beach School District	5179	Ocean Beach Early Childhood Center	PK	PK	PO Box 758		Long Beach	Washington	98631	Geri Marcus	360 642-1319	Public School
6801	Educational Service District 112	25101	Ocean Beach School District	4039	Ocean Park Elementary	K 	6	PO Box 1220		Ocean Park	Washington	98640	Cathy Meinhardt	360.665.4815	Public School
34801	Educational Service District 113	14172	Ocosta School District	3025	Ocosta Elementary School	PK	6	2580 Montesano Street South		Westport	Washington	98595-9781	Heather Sweet	360.268.9125 ext.115	Public School
34801	Educational Service District 113	14172	Ocosta School District	3024	Ocosta Junior - Senior High	7	12	2580 Montesano Street South		Westport	Washington	98595-9718	Brian Hunter	360.268.9125 ext.111	Public School
32801	Educational Service District 101	22105	Odessa School District	2443	Odessa High School	7	12	P.O. BOX 248		ODESSA	Washington	99159-0248	KEN SCHUTZ	(509) 982-2111	Public School
32801	Educational Service District 101	22105	Odessa School District	2769	P C Jantz Elementary	PK	6	P.O. BOX 248		ODESSA	Washington	99159-0248	KEN SCHUTZ	(509) 982-2111	Public School
4801	North Central Educational Service District 171	24105	Okanogan School District	2539	Grainger Elementary	K 	5	PO Box 592		Okanogan	Washington	98840-0592	Dean Radke	509.422.3580	Public School
4801	North Central Educational Service District 171	24105	Okanogan School District	1980	Okanogan Alternative High School	9	12	PO Box 592		Omak	Washington	98841-0592	Richard Johnson	509.422.3629	Public School
4801	North Central Educational Service District 171	24105	Okanogan School District	2246	Okanogan High School	9	12	PO Box 592		Okanogan	Washington	98840-0592	Bob Shacklett	509.422.3770	Public School
4801	North Central Educational Service District 171	24105	Okanogan School District	2245	Okanogan Middle School	6	8	PO Box 592		Okanogan	Washington	98840-0592	Brett Baum	509.422.2680	Public School
4801	North Central Educational Service District 171	24105	Okanogan School District	5151	Okanogan Outreach Alternative School	1	12	PO Box 592		Okanogan	Washington	98840	Richard Johnson	509.422.3629	Public School
34801	Educational Service District 113	34111	Olympia School District	1768	Avanti High School	9	12	1113 LEGION WAY SE		OLYMPIA	Washington	98501-1652	Michael Velasquez	360.596.7900	Public School
